video_name,video_dataset,previous_frame,current_frame,frequency,exposure,duty_cycle,pattern_id,ssim,ms_ssim,uqi
b21ac8b3-9b9cb45a.mov,BDD100K,400,401,750,32,40,2,0.8146770229258881,0.8162228858908608,0.8257571236560796
b21ac8b3-9b9cb45a.mov,BDD100K,500,501,750,32,40,1,0.7426713150173819,0.8076862641690368,0.6573172760691414
b21ac8b3-9b9cb45a.mov,BDD100K,500,501,750,32,40,10,0.7506898093838101,0.8072160737832331,0.664332450120294
b21ac8b3-9b9cb45a.mov,BDD100K,500,501,750,32,40,13,0.7475024192644385,0.8097823173628552,0.6613429638666907
b21ac8b3-9b9cb45a.mov,BDD100K,500,501,750,32,40,4,0.7421829491983262,0.8077460236736099,0.6572535714798297
b21ac8b3-9b9cb45a.mov,BDD100K,500,501,750,32,40,2,0.7534824582361995,0.80970374885243,0.6668113898971404
b21ac8b3-9b9cb45a.mov,BDD100K,600,601,750,32,40,1,0.7653286982765951,0.8122224700006704,0.701282781564375
b21ac8b3-9b9cb45a.mov,BDD100K,600,601,750,32,40,10,0.7729525626263567,0.8117378696491523,0.7093872887608114
b21ac8b3-9b9cb45a.mov,BDD100K,600,601,750,32,40,13,0.7702831386558143,0.8136028070179216,0.7062802274140226
b21ac8b3-9b9cb45a.mov,BDD100K,600,601,750,32,40,4,0.7649464305370696,0.8124176889255253,0.7012239961532764
b21ac8b3-9b9cb45a.mov,BDD100K,600,601,750,32,40,2,0.7748322199078616,0.8144527135338224,0.7113589004217521
b1cac6a7-04e33135.mov,BDD100K,0,1,750,32,40,1,0.8862505405813756,0.9344913158928793,0.954170580773335
b1cac6a7-04e33135.mov,BDD100K,0,1,750,32,40,10,0.8885442083187202,0.935215027984909,0.9557912314343134
b1cac6a7-04e33135.mov,BDD100K,0,1,750,32,40,13,0.8886252951436968,0.9358373738995464,0.9552833781429522
b1cac6a7-04e33135.mov,BDD100K,0,1,750,32,40,4,0.8864443655918076,0.9346804671287567,0.9542369295749001
b1cac6a7-04e33135.mov,BDD100K,0,1,750,32,40,2,0.8891110243339853,0.9366798010486528,0.9563786575248181
b1cac6a7-04e33135.mov,BDD100K,100,101,750,32,40,1,0.8596120209709114,0.9218543501677282,0.9536244348939461
b1cac6a7-04e33135.mov,BDD100K,100,101,750,32,40,10,0.8619363422472475,0.9223490928770421,0.955546766088406
b1cac6a7-04e33135.mov,BDD100K,100,101,750,32,40,13,0.8615895454356907,0.9231736414199693,0.9549812316043007
b1cac6a7-04e33135.mov,BDD100K,100,101,750,32,40,4,0.8597833072873331,0.9220263002622122,0.9536768402001147
b1cac6a7-04e33135.mov,BDD100K,100,101,750,32,40,2,0.8629034167593144,0.924335787182676,0.9562519702094021
b1cac6a7-04e33135.mov,BDD100K,200,201,750,32,40,1,0.9097179570110338,0.9411347638005799,0.9546514200408355
b1cac6a7-04e33135.mov,BDD100K,200,201,750,32,40,10,0.912513953823986,0.9391555766351422,0.9555255148634031
b1cac6a7-04e33135.mov,BDD100K,200,201,750,32,40,13,0.913560724670945,0.9414753182215158,0.9553376058563714
b1cac6a7-04e33135.mov,BDD100K,200,201,750,32,40,4,0.9096687279689162,0.941276135729868,0.9546554022687097
b1cac6a7-04e33135.mov,BDD100K,200,201,750,32,40,2,0.9132628785246558,0.9406016726397098,0.9564547143813904
b1cac6a7-04e33135.mov,BDD100K,300,301,750,32,40,1,0.8927100451946872,0.9381146771888128,0.9561341855211691
b1cac6a7-04e33135.mov,BDD100K,300,301,750,32,40,10,0.8967017057880083,0.9368391892942384,0.9570754131227864
b1cac6a7-04e33135.mov,BDD100K,300,301,750,32,40,13,0.8971515465587752,0.9387875391655892,0.9568542554515652
b1cac6a7-04e33135.mov,BDD100K,300,301,750,32,40,4,0.8927763079652283,0.9382270924702151,0.9561492646230079
b1cac6a7-04e33135.mov,BDD100K,300,301,750,32,40,2,0.8976329835624481,0.9383149837364789,0.957989333216169
b1cac6a7-04e33135.mov,BDD100K,400,401,750,32,40,1,0.7326450461190633,0.856774210659574,0.9250725085503674
b1cac6a7-04e33135.mov,BDD100K,400,401,750,32,40,10,0.7363970815998625,0.8616863257957037,0.929788519367026
b1cac6a7-04e33135.mov,BDD100K,400,401,750,32,40,13,0.7352978659644457,0.8598721125253104,0.9277062706296566
b1cac6a7-04e33135.mov,BDD100K,400,401,750,32,40,4,0.7327320095933465,0.8571165073267446,0.9251924306068707
b1cac6a7-04e33135.mov,BDD100K,400,401,750,32,40,2,0.7359900816923304,0.8610759401206984,0.9297486974785502
b1cac6a7-04e33135.mov,BDD100K,500,501,750,32,40,1,0.9018235122019971,0.9348493564813544,0.9388602649206578
b1cac6a7-04e33135.mov,BDD100K,500,501,750,32,40,10,0.9025297602217833,0.9338812422639224,0.9403294314087173
b1cac6a7-04e33135.mov,BDD100K,500,501,750,32,40,13,0.9030895595136869,0.9352781567473023,0.9399306761793195
b1cac6a7-04e33135.mov,BDD100K,500,501,750,32,40,4,0.901748964641874,0.935027340136166,0.9389658302615578
b1cac6a7-04e33135.mov,BDD100K,500,501,750,32,40,2,0.9032576373628443,0.9346386244964014,0.940934412958538
