frequency,exposure,duty_cycle,video_name,pattern_id,model,unaltered,hidden,misplaced,appeared
25,32,0.5,b21742c2-18d3463a,720,ssd_inception_v2_coco_2018_01_28,633,80,17,34
25,32,0.5,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,692,30,8,9
25,32,1.0,b21742c2-18d3463a,260,faster_rcnn_inception_v2_coco_2018_01_28,1250,75,61,23
25,32,1.0,b21742c2-18d3463a,300,faster_rcnn_inception_v2_coco_2018_01_28,1367,8,11,14
25,32,1.0,b21742c2-18d3463a,480,faster_rcnn_inception_v2_coco_2018_01_28,1382,2,2,3
25,32,1.0,b21742c2-18d3463a,520,faster_rcnn_inception_v2_coco_2018_01_28,1103,224,59,20
25,32,1.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1340,21,25,17
25,32,1.0,b21742c2-18d3463a,260,ssd_inception_v2_coco_2018_01_28,607,83,40,14
25,32,1.0,b21742c2-18d3463a,300,ssd_inception_v2_coco_2018_01_28,700,27,3,2
25,32,1.0,b21742c2-18d3463a,480,ssd_inception_v2_coco_2018_01_28,716,14,0,1
25,32,1.0,b21742c2-18d3463a,520,ssd_inception_v2_coco_2018_01_28,544,152,34,28
25,32,1.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,685,38,7,3
25,32,5.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,1382,2,2,4
25,32,5.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1337,33,16,5
25,32,5.0,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1289,61,36,27
25,32,5.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,1009,205,172,28
25,32,5.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1345,21,20,12
25,32,5.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,716,14,0,1
25,32,5.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,678,38,14,6
25,32,5.0,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,631,72,27,23
25,32,5.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,426,219,85,14
25,32,5.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,711,14,5,1
25,32,10.0,b21742c2-18d3463a,260,faster_rcnn_inception_v2_coco_2018_01_28,1365,9,12,11
25,32,10.0,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1377,7,2,7
25,32,10.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,1357,14,15,8
25,32,10.0,b21742c2-18d3463a,660,faster_rcnn_inception_v2_coco_2018_01_28,1380,4,2,2
25,32,10.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1321,49,16,6
25,32,10.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1337,20,29,20
25,32,10.0,b21742c2-18d3463a,260,ssd_inception_v2_coco_2018_01_28,702,22,6,3
25,32,10.0,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,707,20,3,2
25,32,10.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,715,13,2,1
25,32,10.0,b21742c2-18d3463a,660,ssd_inception_v2_coco_2018_01_28,715,15,0,1
25,32,10.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,664,45,21,16
25,32,10.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,701,23,6,3
25,32,15.0,b21742c2-18d3463a,300,faster_rcnn_inception_v2_coco_2018_01_28,1303,46,37,38
25,32,15.0,b21742c2-18d3463a,460,faster_rcnn_inception_v2_coco_2018_01_28,1381,3,2,6
25,32,15.0,b21742c2-18d3463a,480,faster_rcnn_inception_v2_coco_2018_01_28,1306,50,30,9
25,32,15.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1309,41,36,32
25,32,15.0,b21742c2-18d3463a,560,faster_rcnn_inception_v2_coco_2018_01_28,1369,8,9,7
25,32,15.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1061,237,88,27
25,32,15.0,b21742c2-18d3463a,300,ssd_inception_v2_coco_2018_01_28,648,59,23,23
25,32,15.0,b21742c2-18d3463a,460,ssd_inception_v2_coco_2018_01_28,715,15,0,1
25,32,15.0,b21742c2-18d3463a,480,ssd_inception_v2_coco_2018_01_28,651,52,27,25
25,32,15.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,648,52,30,14
25,32,15.0,b21742c2-18d3463a,560,ssd_inception_v2_coco_2018_01_28,714,14,2,1
25,32,15.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,430,249,51,31
25,32,20.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1106,111,169,25
25,32,20.0,b21742c2-18d3463a,400,faster_rcnn_inception_v2_coco_2018_01_28,1037,238,111,21
25,32,20.0,b21742c2-18d3463a,440,faster_rcnn_inception_v2_coco_2018_01_28,1201,90,95,32
25,32,20.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1373,8,5,6
25,32,20.0,b21742c2-18d3463a,660,faster_rcnn_inception_v2_coco_2018_01_28,1034,222,130,37
25,32,20.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1181,102,103,23
25,32,20.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,527,93,110,34
25,32,20.0,b21742c2-18d3463a,400,ssd_inception_v2_coco_2018_01_28,419,230,81,41
25,32,20.0,b21742c2-18d3463a,440,ssd_inception_v2_coco_2018_01_28,582,102,46,26
25,32,20.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,706,21,3,3
25,32,20.0,b21742c2-18d3463a,660,ssd_inception_v2_coco_2018_01_28,413,270,47,35
25,32,20.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,567,112,51,31
25,32,30.0,b21742c2-18d3463a,560,faster_rcnn_inception_v2_coco_2018_01_28,1031,197,158,33
25,32,30.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1371,5,10,4
25,32,30.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1020,259,107,24
25,32,30.0,b21742c2-18d3463a,560,ssd_inception_v2_coco_2018_01_28,434,233,63,24
25,32,30.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,704,23,3,2
25,32,30.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,447,241,42,16
25,32,40.0,b21742c2-18d3463a,300,faster_rcnn_inception_v2_coco_2018_01_28,1364,10,12,22
25,32,40.0,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1049,238,99,21
25,32,40.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,1068,192,126,28
25,32,40.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1366,6,14,14
25,32,40.0,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,1385,0,1,3
25,32,40.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1089,186,111,28
25,32,40.0,b21742c2-18d3463a,300,ssd_inception_v2_coco_2018_01_28,714,14,2,1
25,32,40.0,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,457,237,36,18
25,32,40.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,437,239,54,28
25,32,40.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,718,12,0,0
25,32,40.0,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,718,12,0,1
25,32,40.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,457,205,68,25
25,32,50.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1045,203,138,27
25,32,50.0,b21742c2-18d3463a,400,faster_rcnn_inception_v2_coco_2018_01_28,1343,20,23,15
25,32,50.0,b21742c2-18d3463a,520,faster_rcnn_inception_v2_coco_2018_01_28,1106,179,101,32
25,32,50.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,488,159,83,36
25,32,50.0,b21742c2-18d3463a,400,ssd_inception_v2_coco_2018_01_28,703,18,9,9
25,32,50.0,b21742c2-18d3463a,520,ssd_inception_v2_coco_2018_01_28,478,188,64,24
25,50,0.1,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1355,15,16,16
25,50,0.1,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,1384,2,0,5
25,50,0.1,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,704,20,6,4
25,50,0.1,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,713,16,1,2
25,50,0.5,b21742c2-18d3463a,400,faster_rcnn_inception_v2_coco_2018_01_28,1372,10,4,6
25,50,0.5,b21742c2-18d3463a,460,faster_rcnn_inception_v2_coco_2018_01_28,1365,10,11,6
25,50,0.5,b21742c2-18d3463a,660,faster_rcnn_inception_v2_coco_2018_01_28,1317,46,23,12
25,50,0.5,b21742c2-18d3463a,400,ssd_inception_v2_coco_2018_01_28,708,21,1,2
25,50,0.5,b21742c2-18d3463a,460,ssd_inception_v2_coco_2018_01_28,700,26,4,2
25,50,0.5,b21742c2-18d3463a,660,ssd_inception_v2_coco_2018_01_28,652,52,26,14
25,50,1.0,b21742c2-18d3463a,520,faster_rcnn_inception_v2_coco_2018_01_28,1384,2,0,3
25,50,1.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1361,14,11,3
25,50,1.0,b21742c2-18d3463a,580,faster_rcnn_inception_v2_coco_2018_01_28,1300,51,35,15
25,50,1.0,b21742c2-18d3463a,520,ssd_inception_v2_coco_2018_01_28,717,13,0,1
25,50,1.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,695,27,8,7
25,50,1.0,b21742c2-18d3463a,580,ssd_inception_v2_coco_2018_01_28,671,50,9,15
25,50,5.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,1376,6,4,0
25,50,5.0,b21742c2-18d3463a,660,faster_rcnn_inception_v2_coco_2018_01_28,1301,46,39,11
25,50,5.0,b21742c2-18d3463a,720,faster_rcnn_inception_v2_coco_2018_01_28,1368,11,7,8
25,50,5.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,712,18,0,3
25,50,5.0,b21742c2-18d3463a,660,ssd_inception_v2_coco_2018_01_28,639,66,25,17
25,50,5.0,b21742c2-18d3463a,720,ssd_inception_v2_coco_2018_01_28,717,11,2,1
25,50,10.0,b21742c2-18d3463a,460,faster_rcnn_inception_v2_coco_2018_01_28,1301,53,32,7
25,50,10.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,1018,171,197,32
25,50,10.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1381,4,1,8
25,50,10.0,b21742c2-18d3463a,460,ssd_inception_v2_coco_2018_01_28,638,61,31,17
25,50,10.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,430,221,79,45
25,50,10.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,715,15,0,1
25,50,15.0,b21742c2-18d3463a,400,faster_rcnn_inception_v2_coco_2018_01_28,1293,32,61,35
25,50,15.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,965,294,127,29
25,50,15.0,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,910,325,151,42
25,50,15.0,b21742c2-18d3463a,400,ssd_inception_v2_coco_2018_01_28,654,46,30,19
25,50,15.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,386,280,64,33
25,50,15.0,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,424,214,92,46
25,50,20.0,b21742c2-18d3463a,340,faster_rcnn_inception_v2_coco_2018_01_28,1370,9,7,8
25,50,20.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,977,294,115,22
25,50,20.0,b21742c2-18d3463a,340,ssd_inception_v2_coco_2018_01_28,716,12,2,1
25,50,20.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,397,285,48,32
25,50,30.0,b21742c2-18d3463a,340,faster_rcnn_inception_v2_coco_2018_01_28,1357,15,14,13
25,50,30.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1366,14,6,5
25,50,30.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,990,268,128,34
25,50,30.0,b21742c2-18d3463a,340,ssd_inception_v2_coco_2018_01_28,707,15,8,1
25,50,30.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,701,24,5,5
25,50,30.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,409,264,57,40
25,50,40.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1348,25,13,13
25,50,40.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1365,9,12,12
25,50,40.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,690,29,11,6
25,50,40.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,711,13,6,0
25,75,0.1,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1380,4,2,0
25,75,0.1,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1326,41,19,15
25,75,0.1,b21742c2-18d3463a,440,faster_rcnn_inception_v2_coco_2018_01_28,1370,6,10,8
25,75,0.1,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,711,18,1,4
25,75,0.1,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,659,57,14,26
25,75,0.1,b21742c2-18d3463a,440,ssd_inception_v2_coco_2018_01_28,699,27,4,3
25,75,1.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,1197,114,75,25
25,75,1.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1255,84,47,24
25,75,1.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1325,46,15,5
25,75,1.0,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,1060,217,109,23
25,75,1.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,585,102,43,31
25,75,1.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,591,107,32,27
25,75,1.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,657,62,11,17
25,75,1.0,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,444,246,40,38
25,75,5.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,1369,13,4,7
25,75,5.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1183,76,127,13
25,75,5.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1384,2,0,1
25,75,5.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,718,451,217,23
25,75,5.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,708,21,1,2
25,75,5.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,592,79,59,28
25,75,5.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,714,16,0,2
25,75,5.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,250,398,82,15
25,75,10.0,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1297,54,35,8
25,75,10.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,768,455,163,24
25,75,10.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1369,9,8,12
25,75,10.0,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,631,63,36,17
25,75,10.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,246,448,36,18
25,75,10.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,719,11,0,1
25,75,20.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1323,44,19,7
25,75,20.0,b21742c2-18d3463a,560,faster_rcnn_inception_v2_coco_2018_01_28,800,437,149,30
25,75,20.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,798,394,194,68
25,75,20.0,b21742c2-18d3463a,760,faster_rcnn_inception_v2_coco_2018_01_28,1382,3,1,4
25,75,20.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,669,48,13,11
25,75,20.0,b21742c2-18d3463a,560,ssd_inception_v2_coco_2018_01_28,263,422,45,15
25,75,20.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,314,278,138,49
25,75,20.0,b21742c2-18d3463a,760,ssd_inception_v2_coco_2018_01_28,714,16,0,1
25,75,40.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,1348,27,11,16
25,75,40.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,1316,22,48,20
25,75,40.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1360,22,4,6
25,75,40.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,928,304,154,58
25,75,40.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,684,36,10,9
25,75,40.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,667,37,26,6
25,75,40.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,690,32,8,6
25,75,40.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,370,292,68,35
25,200,0.1,b21742c2-18d3463a,260,faster_rcnn_inception_v2_coco_2018_01_28,1372,11,3,7
25,200,0.1,b21742c2-18d3463a,300,faster_rcnn_inception_v2_coco_2018_01_28,1278,76,32,23
25,200,0.1,b21742c2-18d3463a,320,faster_rcnn_inception_v2_coco_2018_01_28,1356,17,13,7
25,200,0.1,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,1383,2,1,3
25,200,0.1,b21742c2-18d3463a,260,ssd_inception_v2_coco_2018_01_28,704,24,2,4
25,200,0.1,b21742c2-18d3463a,300,ssd_inception_v2_coco_2018_01_28,607,93,30,32
25,200,0.1,b21742c2-18d3463a,320,ssd_inception_v2_coco_2018_01_28,696,30,4,5
25,200,0.1,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,711,18,1,2
25,200,1.0,b21742c2-18d3463a,260,faster_rcnn_inception_v2_coco_2018_01_28,829,413,144,21
25,200,1.0,b21742c2-18d3463a,300,faster_rcnn_inception_v2_coco_2018_01_28,1374,9,3,11
25,200,1.0,b21742c2-18d3463a,520,faster_rcnn_inception_v2_coco_2018_01_28,1260,58,68,19
25,200,1.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1165,123,98,14
25,200,1.0,b21742c2-18d3463a,260,ssd_inception_v2_coco_2018_01_28,275,389,66,16
25,200,1.0,b21742c2-18d3463a,300,ssd_inception_v2_coco_2018_01_28,719,11,0,1
25,200,1.0,b21742c2-18d3463a,520,ssd_inception_v2_coco_2018_01_28,613,81,36,23
25,200,1.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,552,119,59,29
25,200,5.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,559,586,241,27
25,200,5.0,b21742c2-18d3463a,560,faster_rcnn_inception_v2_coco_2018_01_28,1381,4,1,1
25,200,5.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,523,583,280,30
25,200,5.0,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,1021,113,252,53
25,200,5.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,149,475,106,25
25,200,5.0,b21742c2-18d3463a,560,ssd_inception_v2_coco_2018_01_28,710,19,1,3
25,200,5.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,119,524,87,9
25,200,5.0,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,433,152,145,48
25,200,10.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1364,11,11,4
25,200,10.0,b21742c2-18d3463a,540,faster_rcnn_inception_v2_coco_2018_01_28,1346,30,10,6
25,200,10.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1055,127,204,37
25,200,10.0,b21742c2-18d3463a,620,faster_rcnn_inception_v2_coco_2018_01_28,1347,16,23,12
25,200,10.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,702,20,8,1
25,200,10.0,b21742c2-18d3463a,540,ssd_inception_v2_coco_2018_01_28,699,25,6,7
25,200,10.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,441,150,139,57
25,200,10.0,b21742c2-18d3463a,620,ssd_inception_v2_coco_2018_01_28,676,31,23,10
25,200,20.0,b21742c2-18d3463a,420,faster_rcnn_inception_v2_coco_2018_01_28,1358,21,7,5
25,200,20.0,b21742c2-18d3463a,500,faster_rcnn_inception_v2_coco_2018_01_28,770,283,333,31
25,200,20.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,611,556,219,23
25,200,20.0,b21742c2-18d3463a,420,ssd_inception_v2_coco_2018_01_28,700,24,6,5
25,200,20.0,b21742c2-18d3463a,500,ssd_inception_v2_coco_2018_01_28,299,319,112,62
25,200,20.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,166,513,51,18
25,200,40.0,b21742c2-18d3463a,340,faster_rcnn_inception_v2_coco_2018_01_28,1345,33,8,7
25,200,40.0,b21742c2-18d3463a,360,faster_rcnn_inception_v2_coco_2018_01_28,799,293,294,26
25,200,40.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,872,236,278,25
25,200,40.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,687,487,212,64
25,200,40.0,b21742c2-18d3463a,340,ssd_inception_v2_coco_2018_01_28,687,33,10,7
25,200,40.0,b21742c2-18d3463a,360,ssd_inception_v2_coco_2018_01_28,282,319,129,17
25,200,40.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,334,257,139,28
25,200,40.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,242,435,53,19
259,32,0.1,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1304,51,31,15
259,32,0.1,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1267,93,26,13
259,32,0.1,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1331,40,15,7
259,32,0.1,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1301,58,27,16
259,32,0.1,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,675,38,17,17
259,32,0.1,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,663,61,6,13
259,32,0.1,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,683,38,9,10
259,32,0.1,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,673,43,14,20
259,32,1.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1232,112,42,15
259,32,1.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1277,65,44,24
259,32,1.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1316,41,29,12
259,32,1.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1221,105,60,17
259,32,1.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,636,79,15,28
259,32,1.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,641,71,18,26
259,32,1.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,673,46,11,15
259,32,1.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,645,70,15,26
259,32,5.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1148,181,57,28
259,32,5.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1196,123,67,22
259,32,5.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1296,54,36,37
259,32,5.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,1192,122,72,19
259,32,5.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,561,140,29,16
259,32,5.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,549,135,46,24
259,32,5.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,641,69,20,27
259,32,5.0,b21742c2-18d3463a,740,ssd_inception_v2_coco_2018_01_28,612,88,30,32
259,32,10.0,b21742c2-18d3463a,580,faster_rcnn_inception_v2_coco_2018_01_28,1158,132,96,29
259,32,10.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,1102,220,64,20
259,32,10.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1262,86,38,16
259,32,10.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1130,186,70,26
259,32,10.0,b21742c2-18d3463a,580,ssd_inception_v2_coco_2018_01_28,583,97,50,33
259,32,10.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,518,176,36,17
259,32,10.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,597,98,35,28
259,32,10.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,530,166,34,32
259,32,20.0,b21742c2-18d3463a,580,faster_rcnn_inception_v2_coco_2018_01_28,1043,234,109,26
259,32,20.0,b21742c2-18d3463a,640,faster_rcnn_inception_v2_coco_2018_01_28,1132,144,110,20
259,32,20.0,b21742c2-18d3463a,680,faster_rcnn_inception_v2_coco_2018_01_28,1027,223,136,29
259,32,20.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,1145,106,135,27
259,32,20.0,b21742c2-18d3463a,580,ssd_inception_v2_coco_2018_01_28,457,212,61,27
259,32,20.0,b21742c2-18d3463a,640,ssd_inception_v2_coco_2018_01_28,527,152,51,27
259,32,20.0,b21742c2-18d3463a,680,ssd_inception_v2_coco_2018_01_28,465,207,58,13
259,32,20.0,b21742c2-18d3463a,700,ssd_inception_v2_coco_2018_01_28,523,133,74,37
259,32,40.0,b21742c2-18d3463a,380,faster_rcnn_inception_v2_coco_2018_01_28,1002,262,122,27
259,32,40.0,b21742c2-18d3463a,600,faster_rcnn_inception_v2_coco_2018_01_28,1023,212,151,16
259,32,40.0,b21742c2-18d3463a,700,faster_rcnn_inception_v2_coco_2018_01_28,955,294,137,27
259,32,40.0,b21742c2-18d3463a,740,faster_rcnn_inception_v2_coco_2018_01_28,975,271,140,34
259,32,40.0,b21742c2-18d3463a,380,ssd_inception_v2_coco_2018_01_28,460,199,71,30
259,32,40.0,b21742c2-18d3463a,600,ssd_inception_v2_coco_2018_01_28,495,148,87,42
