frequency,exposure,duty_cycle,video_name,pattern_id,model,unaltered,hidden,misplaced,appeared
750,32,0.1,VIRAT_S_010208_02_000150_000180,2,ssd_inception_v2_coco_2018_01_28,104,3,0,0
259,75,40.0,VIRAT_S_010207_10_001549_001596,2,faster_rcnn_inception_v2_coco_2018_01_28,308,160,2,7
25,75,1.0,VIRAT_S_010203_00_000047_000139,1,faster_rcnn_inception_v2_coco_2018_01_28,703,485,6,8
750,200,0.1,VIRAT_S_050000_10_001462_001491,2,ssd_inception_v2_coco_2018_01_28,8,360,0,5
750,200,5.0,VIRAT_S_040103_03_000284_000425,3,faster_rcnn_inception_v2_coco_2018_01_28,2284,912,1061,108
511,200,40.0,VIRAT_S_010005_06_000475_000499,5,faster_rcnn_inception_v2_coco_2018_01_28,354,176,163,3
259,32,20.0,VIRAT_S_040104_04_000854_000934,1,faster_rcnn_inception_v2_coco_2018_01_28,1709,45,36,11
25,32,0.1,VIRAT_S_050201_10_001992_002056,1,ssd_inception_v2_coco_2018_01_28,1151,80,2,0
511,200,0.1,VIRAT_S_050000_10_001462_001491,3,faster_rcnn_inception_v2_coco_2018_01_28,656,172,249,18
259,32,0.1,VIRAT_S_010203_00_000047_000139,0,ssd_inception_v2_coco_2018_01_28,286,8,0,4
511,32,1.0,VIRAT_S_010208_08_000807_000831,3,faster_rcnn_inception_v2_coco_2018_01_28,134,0,0,3
750,200,10.0,VIRAT_S_040103_03_000284_000425,0,faster_rcnn_inception_v2_coco_2018_01_28,2233,1001,1023,408
259,75,1.0,VIRAT_S_010208_10_000904_000991,9,faster_rcnn_inception_v2_coco_2018_01_28,801,219,0,23
259,200,40.0,VIRAT_S_000201_02_000590_000623,9,faster_rcnn_inception_v2_coco_2018_01_28,1337,307,371,20
259,32,10.0,VIRAT_S_010005_06_000475_000499,4,faster_rcnn_inception_v2_coco_2018_01_28,660,4,29,2
25,32,40.0,VIRAT_S_010207_10_001549_001596,4,ssd_inception_v2_coco_2018_01_28,185,4,0,1
259,75,10.0,VIRAT_S_010203_00_000047_000139,8,ssd_inception_v2_coco_2018_01_28,223,68,3,12
25,200,10.0,VIRAT_S_010203_00_000047_000139,7,faster_rcnn_inception_v2_coco_2018_01_28,606,574,14,14
750,75,10.0,VIRAT_S_000205_02_000409_000566,8,faster_rcnn_inception_v2_coco_2018_01_28,5817,4250,1020,197
25,32,5.0,VIRAT_S_000201_02_000590_000623,6,faster_rcnn_inception_v2_coco_2018_01_28,1926,59,30,85
750,200,10.0,VIRAT_S_050201_10_001992_002056,6,ssd_inception_v2_coco_2018_01_28,0,1233,0,0
259,75,0.1,VIRAT_S_010005_06_000475_000499,3,faster_rcnn_inception_v2_coco_2018_01_28,665,4,24,1
25,75,0.1,VIRAT_S_010201_08_000705_000739,2,faster_rcnn_inception_v2_coco_2018_01_28,230,48,0,20
25,75,1.0,VIRAT_S_050000_11_001530_001576,3,faster_rcnn_inception_v2_coco_2018_01_28,1561,134,79,20
750,200,5.0,VIRAT_S_010201_08_000705_000739,0,ssd_inception_v2_coco_2018_01_28,25,32,0,2
25,75,1.0,VIRAT_S_010005_06_000475_000499,0,faster_rcnn_inception_v2_coco_2018_01_28,683,10,0,2
511,75,1.0,VIRAT_S_010005_06_000475_000499,0,ssd_inception_v2_coco_2018_01_28,124,46,24,13
511,32,10.0,VIRAT_S_010208_02_000150_000180,8,faster_rcnn_inception_v2_coco_2018_01_28,360,9,0,7
750,200,0.1,VIRAT_S_010001_03_000537_000563,8,ssd_inception_v2_coco_2018_01_28,48,3,0,0
511,75,0.1,VIRAT_S_010204_03_000606_000632,9,ssd_inception_v2_coco_2018_01_28,12,4,0,3
750,75,1.0,VIRAT_S_010203_00_000047_000139,0,faster_rcnn_inception_v2_coco_2018_01_28,860,328,6,6
750,75,40.0,VIRAT_S_000205_02_000409_000566,3,ssd_inception_v2_coco_2018_01_28,35,5280,17,6
259,32,1.0,VIRAT_S_000201_02_000590_000623,5,ssd_inception_v2_coco_2018_01_28,759,266,5,0
511,32,0.1,VIRAT_S_050000_11_001530_001576,8,ssd_inception_v2_coco_2018_01_28,588,135,63,5
25,200,1.0,VIRAT_S_050000_10_001462_001491,0,ssd_inception_v2_coco_2018_01_28,287,25,56,3
259,200,1.0,VIRAT_S_010201_08_000705_000739,7,ssd_inception_v2_coco_2018_01_28,30,25,1,3
25,200,1.0,VIRAT_S_050000_11_001530_001576,8,ssd_inception_v2_coco_2018_01_28,684,26,76,1
750,75,40.0,VIRAT_S_010200_01_000254_000322,5,ssd_inception_v2_coco_2018_01_28,20,18,0,4
750,32,20.0,VIRAT_S_010004_01_000163_000188,9,ssd_inception_v2_coco_2018_01_28,158,23,0,17
750,200,40.0,VIRAT_S_010207_10_001549_001596,4,faster_rcnn_inception_v2_coco_2018_01_28,147,290,4,320
750,75,0.1,VIRAT_S_050000_10_001462_001491,5,ssd_inception_v2_coco_2018_01_28,117,208,43,13
750,32,1.0,VIRAT_S_010208_08_000807_000831,2,ssd_inception_v2_coco_2018_01_28,15,0,0,0
25,75,40.0,VIRAT_S_010208_02_000150_000180,8,ssd_inception_v2_coco_2018_01_28,50,57,0,1
511,32,40.0,VIRAT_S_000205_02_000409_000566,8,ssd_inception_v2_coco_2018_01_28,3435,1723,174,3
750,75,10.0,VIRAT_S_010200_01_000254_000322,8,faster_rcnn_inception_v2_coco_2018_01_28,324,224,13,173
25,32,5.0,VIRAT_S_040104_04_000854_000934,3,ssd_inception_v2_coco_2018_01_28,564,88,79,57
259,200,10.0,VIRAT_S_050000_10_001462_001491,3,faster_rcnn_inception_v2_coco_2018_01_28,694,218,165,14
750,200,5.0,VIRAT_S_000201_02_000590_000623,5,ssd_inception_v2_coco_2018_01_28,0,1030,0,0
259,75,0.1,VIRAT_S_010110_06_000953_001011,0,faster_rcnn_inception_v2_coco_2018_01_28,2957,50,243,14
750,200,5.0,VIRAT_S_010208_07_000768_000791,1,faster_rcnn_inception_v2_coco_2018_01_28,116,76,4,35
750,32,20.0,VIRAT_S_050201_10_001992_002056,7,ssd_inception_v2_coco_2018_01_28,794,196,243,32
259,32,0.1,VIRAT_S_010208_07_000768_000791,0,ssd_inception_v2_coco_2018_01_28,56,1,0,1
511,32,0.1,VIRAT_S_010207_10_001549_001596,6,ssd_inception_v2_coco_2018_01_28,150,1,0,2
750,32,0.1,VIRAT_S_040104_04_000854_000934,9,ssd_inception_v2_coco_2018_01_28,590,101,40,4
750,200,1.0,VIRAT_S_000201_02_000590_000623,9,ssd_inception_v2_coco_2018_01_28,59,918,53,0
511,32,40.0,VIRAT_S_010205_04_000545_000576,4,ssd_inception_v2_coco_2018_01_28,13,1,0,2
25,32,5.0,VIRAT_S_050000_11_001530_001576,4,faster_rcnn_inception_v2_coco_2018_01_28,1498,131,145,14
25,200,40.0,VIRAT_S_050000_11_001530_001576,0,faster_rcnn_inception_v2_coco_2018_01_28,752,639,383,90
511,32,20.0,VIRAT_S_010004_01_000163_000188,3,faster_rcnn_inception_v2_coco_2018_01_28,619,72,35,4
259,75,20.0,VIRAT_S_010205_04_000545_000576,3,faster_rcnn_inception_v2_coco_2018_01_28,58,66,0,1
750,200,10.0,VIRAT_S_040104_04_000854_000934,9,ssd_inception_v2_coco_2018_01_28,20,705,6,12
25,200,20.0,VIRAT_S_010200_01_000254_000322,6,ssd_inception_v2_coco_2018_01_28,61,4,0,2
511,75,5.0,VIRAT_S_010208_07_000768_000791,8,faster_rcnn_inception_v2_coco_2018_01_28,137,58,1,4
25,200,10.0,VIRAT_S_010001_03_000537_000563,5,faster_rcnn_inception_v2_coco_2018_01_28,614,5,2,10
750,75,1.0,VIRAT_S_010110_06_000953_001011,4,faster_rcnn_inception_v2_coco_2018_01_28,2648,348,254,74
25,200,5.0,VIRAT_S_010207_10_001549_001596,7,ssd_inception_v2_coco_2018_01_28,167,22,0,9
511,75,0.1,VIRAT_S_010203_00_000047_000139,6,ssd_inception_v2_coco_2018_01_28,278,14,2,38
25,200,5.0,VIRAT_S_050000_11_001530_001576,9,ssd_inception_v2_coco_2018_01_28,462,236,88,40
25,200,5.0,VIRAT_S_010208_07_000768_000791,9,ssd_inception_v2_coco_2018_01_28,31,20,0,4
259,200,40.0,VIRAT_S_010207_10_001549_001596,1,faster_rcnn_inception_v2_coco_2018_01_28,217,249,4,140
259,32,10.0,VIRAT_S_040103_03_000284_000425,9,ssd_inception_v2_coco_2018_01_28,2654,209,139,7
259,32,40.0,VIRAT_S_010208_02_000150_000180,8,faster_rcnn_inception_v2_coco_2018_01_28,343,26,0,3
511,32,5.0,VIRAT_S_040103_08_001475_001512,3,faster_rcnn_inception_v2_coco_2018_01_28,885,12,12,0
511,32,40.0,VIRAT_S_010005_06_000475_000499,8,ssd_inception_v2_coco_2018_01_28,124,58,12,0
259,75,0.1,VIRAT_S_040103_03_000284_000425,4,faster_rcnn_inception_v2_coco_2018_01_28,3723,39,489,6
25,200,20.0,VIRAT_S_010001_03_000537_000563,7,ssd_inception_v2_coco_2018_01_28,0,51,0,0
750,200,40.0,VIRAT_S_010200_01_000254_000322,8,ssd_inception_v2_coco_2018_01_28,17,21,0,8
750,75,20.0,VIRAT_S_010001_03_000537_000563,3,faster_rcnn_inception_v2_coco_2018_01_28,358,102,161,62
511,200,10.0,VIRAT_S_000201_02_000590_000623,0,ssd_inception_v2_coco_2018_01_28,0,1030,0,0
25,75,20.0,VIRAT_S_040104_04_000854_000934,7,faster_rcnn_inception_v2_coco_2018_01_28,1154,624,12,251
750,32,1.0,VIRAT_S_040103_08_001475_001512,1,ssd_inception_v2_coco_2018_01_28,354,123,19,6
25,200,5.0,VIRAT_S_010208_10_000904_000991,2,faster_rcnn_inception_v2_coco_2018_01_28,991,17,12,2
25,200,20.0,VIRAT_S_010207_10_001549_001596,4,faster_rcnn_inception_v2_coco_2018_01_28,450,19,1,3
25,32,10.0,VIRAT_S_010005_06_000475_000499,4,faster_rcnn_inception_v2_coco_2018_01_28,664,23,6,1
511,32,20.0,VIRAT_S_050000_11_001530_001576,1,ssd_inception_v2_coco_2018_01_28,483,218,85,122
511,75,1.0,VIRAT_S_050000_11_001530_001576,4,faster_rcnn_inception_v2_coco_2018_01_28,1359,254,161,172
25,75,0.1,VIRAT_S_010204_07_000942_000989,1,faster_rcnn_inception_v2_coco_2018_01_28,568,0,0,1
511,75,0.1,VIRAT_S_010207_10_001549_001596,4,ssd_inception_v2_coco_2018_01_28,139,12,0,5
750,200,5.0,VIRAT_S_010205_04_000545_000576,1,faster_rcnn_inception_v2_coco_2018_01_28,42,82,0,47
25,32,40.0,VIRAT_S_040103_08_001475_001512,7,faster_rcnn_inception_v2_coco_2018_01_28,909,0,0,0
750,75,1.0,VIRAT_S_010004_01_000163_000188,4,ssd_inception_v2_coco_2018_01_28,55,87,39,3
511,32,20.0,VIRAT_S_050000_02_000404_000486,6,ssd_inception_v2_coco_2018_01_28,505,920,114,33
25,75,10.0,VIRAT_S_010207_10_001549_001596,9,faster_rcnn_inception_v2_coco_2018_01_28,452,16,2,13
511,200,10.0,VIRAT_S_050000_02_000404_000486,8,ssd_inception_v2_coco_2018_01_28,94,1438,7,8
25,32,1.0,VIRAT_S_040103_08_001475_001512,4,faster_rcnn_inception_v2_coco_2018_01_28,899,9,1,0
750,32,10.0,VIRAT_S_010208_10_000904_000991,4,ssd_inception_v2_coco_2018_01_28,220,15,2,16
259,75,1.0,VIRAT_S_010001_03_000537_000563,3,ssd_inception_v2_coco_2018_01_28,51,0,0,19
25,32,5.0,VIRAT_S_000201_02_000590_000623,5,faster_rcnn_inception_v2_coco_2018_01_28,1920,74,21,91
750,200,40.0,VIRAT_S_010001_03_000537_000563,7,faster_rcnn_inception_v2_coco_2018_01_28,378,110,133,104
25,200,1.0,VIRAT_S_000205_02_000409_000566,7,ssd_inception_v2_coco_2018_01_28,4991,168,173,1
511,200,0.1,VIRAT_S_010203_00_000047_000139,2,ssd_inception_v2_coco_2018_01_28,197,93,4,20
259,75,1.0,VIRAT_S_010005_06_000475_000499,1,faster_rcnn_inception_v2_coco_2018_01_28,603,28,62,6
25,200,10.0,VIRAT_S_050000_10_001462_001491,2,ssd_inception_v2_coco_2018_01_28,231,62,75,5
511,32,5.0,VIRAT_S_050000_11_001530_001576,1,ssd_inception_v2_coco_2018_01_28,506,204,76,7
750,75,40.0,VIRAT_S_050000_11_001530_001576,3,faster_rcnn_inception_v2_coco_2018_01_28,577,985,212,212
25,75,10.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,120,47,3,16
25,75,20.0,VIRAT_S_010110_06_000953_001011,9,faster_rcnn_inception_v2_coco_2018_01_28,2419,347,484,170
25,75,40.0,VIRAT_S_040104_04_000854_000934,9,ssd_inception_v2_coco_2018_01_28,27,678,26,15
259,200,20.0,VIRAT_S_050201_10_001992_002056,9,faster_rcnn_inception_v2_coco_2018_01_28,857,1407,344,456
25,200,40.0,VIRAT_S_050000_11_001530_001576,4,ssd_inception_v2_coco_2018_01_28,226,313,247,8
511,75,1.0,VIRAT_S_010205_04_000545_000576,4,ssd_inception_v2_coco_2018_01_28,13,1,0,23
750,32,20.0,VIRAT_S_010208_08_000807_000831,3,ssd_inception_v2_coco_2018_01_28,14,1,0,2
511,200,10.0,VIRAT_S_000201_02_000590_000623,9,faster_rcnn_inception_v2_coco_2018_01_28,892,669,454,15
750,200,1.0,VIRAT_S_010001_03_000537_000563,0,ssd_inception_v2_coco_2018_01_28,50,1,0,1
750,75,5.0,VIRAT_S_050000_10_001462_001491,7,ssd_inception_v2_coco_2018_01_28,34,287,47,0
259,32,1.0,VIRAT_S_040104_04_000854_000934,1,ssd_inception_v2_coco_2018_01_28,491,173,67,63
750,200,1.0,VIRAT_S_010208_10_000904_000991,4,faster_rcnn_inception_v2_coco_2018_01_28,634,380,6,348
750,75,40.0,VIRAT_S_050000_02_000404_000486,2,faster_rcnn_inception_v2_coco_2018_01_28,844,2281,492,322
750,75,10.0,VIRAT_S_010208_07_000768_000791,1,faster_rcnn_inception_v2_coco_2018_01_28,128,66,2,36
259,32,0.1,VIRAT_S_010001_03_000537_000563,3,ssd_inception_v2_coco_2018_01_28,51,0,0,0
259,200,1.0,VIRAT_S_050000_11_001530_001576,3,faster_rcnn_inception_v2_coco_2018_01_28,1322,300,152,25
750,32,1.0,VIRAT_S_010205_04_000545_000576,9,faster_rcnn_inception_v2_coco_2018_01_28,124,2,0,2
750,200,0.1,VIRAT_S_010005_06_000475_000499,0,ssd_inception_v2_coco_2018_01_28,89,100,5,30
25,32,10.0,VIRAT_S_010204_03_000606_000632,2,faster_rcnn_inception_v2_coco_2018_01_28,174,29,0,10
750,75,1.0,VIRAT_S_010208_10_000904_000991,3,ssd_inception_v2_coco_2018_01_28,202,33,2,21
25,200,40.0,VIRAT_S_010204_03_000606_000632,6,faster_rcnn_inception_v2_coco_2018_01_28,201,2,0,2
750,75,10.0,VIRAT_S_010205_04_000545_000576,3,ssd_inception_v2_coco_2018_01_28,2,12,0,15
511,75,1.0,VIRAT_S_010201_08_000705_000739,4,ssd_inception_v2_coco_2018_01_28,45,11,0,19
750,75,1.0,VIRAT_S_010110_06_000953_001011,8,faster_rcnn_inception_v2_coco_2018_01_28,2503,409,338,34
259,200,5.0,VIRAT_S_000201_02_000590_000623,8,ssd_inception_v2_coco_2018_01_28,496,525,9,1
25,32,40.0,VIRAT_S_010203_00_000047_000139,9,faster_rcnn_inception_v2_coco_2018_01_28,1168,25,1,24
259,75,1.0,VIRAT_S_050000_02_000404_000486,3,faster_rcnn_inception_v2_coco_2018_01_28,2642,536,439,112
511,32,5.0,VIRAT_S_010208_02_000150_000180,4,ssd_inception_v2_coco_2018_01_28,100,7,0,7
25,32,5.0,VIRAT_S_010005_06_000475_000499,5,ssd_inception_v2_coco_2018_01_28,164,6,24,3
511,32,40.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,144,28,3,25
750,200,5.0,VIRAT_S_000205_02_000409_000566,1,faster_rcnn_inception_v2_coco_2018_01_28,4327,4530,2230,19
259,200,0.1,VIRAT_S_010204_11_001524_001607,6,faster_rcnn_inception_v2_coco_2018_01_28,181,123,0,13
511,32,5.0,VIRAT_S_010204_11_001524_001607,6,faster_rcnn_inception_v2_coco_2018_01_28,156,111,0,18
259,32,5.0,VIRAT_S_010204_03_000606_000632,0,ssd_inception_v2_coco_2018_01_28,12,4,0,1
511,200,20.0,VIRAT_S_010207_10_001549_001596,1,ssd_inception_v2_coco_2018_01_28,11,140,0,7
259,200,40.0,VIRAT_S_050000_02_000404_000486,4,ssd_inception_v2_coco_2018_01_28,130,1406,3,39
750,32,10.0,VIRAT_S_010110_06_000953_001011,2,faster_rcnn_inception_v2_coco_2018_01_28,2893,178,179,43
511,75,40.0,VIRAT_S_010208_08_000807_000831,8,faster_rcnn_inception_v2_coco_2018_01_28,65,68,1,60
25,32,0.1,VIRAT_S_010208_02_000150_000180,9,faster_rcnn_inception_v2_coco_2018_01_28,361,8,0,1
511,200,5.0,VIRAT_S_010205_04_000545_000576,7,ssd_inception_v2_coco_2018_01_28,2,12,0,0
259,200,40.0,VIRAT_S_010208_08_000807_000831,9,faster_rcnn_inception_v2_coco_2018_01_28,55,76,0,46
511,32,10.0,VIRAT_S_050000_11_001530_001576,3,faster_rcnn_inception_v2_coco_2018_01_28,1619,106,49,69
511,32,1.0,VIRAT_S_010203_00_000047_000139,7,faster_rcnn_inception_v2_coco_2018_01_28,1189,5,0,4
25,75,10.0,VIRAT_S_050000_11_001530_001576,5,ssd_inception_v2_coco_2018_01_28,392,205,189,22
25,32,0.1,VIRAT_S_000205_02_000409_000566,7,ssd_inception_v2_coco_2018_01_28,5304,27,1,0
750,32,40.0,VIRAT_S_010200_01_000254_000322,1,faster_rcnn_inception_v2_coco_2018_01_28,530,30,1,170
259,200,5.0,VIRAT_S_010204_07_000942_000989,7,faster_rcnn_inception_v2_coco_2018_01_28,511,53,4,4
750,75,5.0,VIRAT_S_000205_02_000409_000566,2,faster_rcnn_inception_v2_coco_2018_01_28,6944,2452,1691,243
511,75,20.0,VIRAT_S_010208_02_000150_000180,4,ssd_inception_v2_coco_2018_01_28,6,100,1,1
25,32,20.0,VIRAT_S_010004_01_000163_000188,0,faster_rcnn_inception_v2_coco_2018_01_28,652,56,18,7
511,32,10.0,VIRAT_S_010208_10_000904_000991,1,ssd_inception_v2_coco_2018_01_28,219,16,2,25
750,200,20.0,VIRAT_S_010208_08_000807_000831,4,ssd_inception_v2_coco_2018_01_28,11,4,0,2
259,32,0.1,VIRAT_S_010205_04_000545_000576,3,ssd_inception_v2_coco_2018_01_28,14,0,0,0
259,200,20.0,VIRAT_S_010004_01_000163_000188,3,ssd_inception_v2_coco_2018_01_28,91,90,0,0
259,32,5.0,VIRAT_S_040104_04_000854_000934,5,ssd_inception_v2_coco_2018_01_28,609,94,28,16
511,32,10.0,VIRAT_S_010200_01_000254_000322,6,faster_rcnn_inception_v2_coco_2018_01_28,539,21,1,27
750,75,0.1,VIRAT_S_000201_02_000590_000623,2,ssd_inception_v2_coco_2018_01_28,426,597,7,2
511,75,1.0,VIRAT_S_010208_02_000150_000180,2,ssd_inception_v2_coco_2018_01_28,93,14,0,19
25,32,20.0,VIRAT_S_010208_07_000768_000791,5,faster_rcnn_inception_v2_coco_2018_01_28,190,0,0,1
750,75,20.0,VIRAT_S_050000_02_000404_000486,9,faster_rcnn_inception_v2_coco_2018_01_28,1606,1189,822,152
25,200,40.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,72,98,0,7
25,75,40.0,VIRAT_S_050000_10_001462_001491,3,ssd_inception_v2_coco_2018_01_28,124,200,44,12
511,75,1.0,VIRAT_S_050000_11_001530_001576,5,ssd_inception_v2_coco_2018_01_28,267,442,77,12
750,200,20.0,VIRAT_S_010208_02_000150_000180,9,ssd_inception_v2_coco_2018_01_28,0,107,0,0
750,200,40.0,VIRAT_S_010004_01_000163_000188,8,ssd_inception_v2_coco_2018_01_28,31,129,21,0
750,200,0.1,VIRAT_S_010200_01_000254_000322,4,ssd_inception_v2_coco_2018_01_28,25,13,0,8
25,200,10.0,VIRAT_S_050000_02_000404_000486,7,faster_rcnn_inception_v2_coco_2018_01_28,2126,1159,332,201
511,32,20.0,VIRAT_S_010200_01_000254_000322,0,faster_rcnn_inception_v2_coco_2018_01_28,543,16,2,57
511,32,20.0,VIRAT_S_010208_08_000807_000831,7,faster_rcnn_inception_v2_coco_2018_01_28,131,2,1,14
25,32,5.0,VIRAT_S_010201_08_000705_000739,3,faster_rcnn_inception_v2_coco_2018_01_28,229,45,4,21
259,200,20.0,VIRAT_S_010005_06_000475_000499,9,ssd_inception_v2_coco_2018_01_28,9,176,9,0
25,200,10.0,VIRAT_S_000205_02_000409_000566,3,ssd_inception_v2_coco_2018_01_28,5161,113,58,10
511,32,1.0,VIRAT_S_050000_02_000404_000486,5,ssd_inception_v2_coco_2018_01_28,1069,434,36,52
25,200,1.0,VIRAT_S_040104_04_000854_000934,5,ssd_inception_v2_coco_2018_01_28,658,11,62,115
750,75,10.0,VIRAT_S_050201_10_001992_002056,8,faster_rcnn_inception_v2_coco_2018_01_28,1613,671,324,280
511,32,40.0,VIRAT_S_010005_06_000475_000499,3,faster_rcnn_inception_v2_coco_2018_01_28,610,70,13,3
511,200,10.0,VIRAT_S_040104_04_000854_000934,7,ssd_inception_v2_coco_2018_01_28,43,669,19,8
750,200,5.0,VIRAT_S_010203_00_000047_000139,2,ssd_inception_v2_coco_2018_01_28,142,146,6,9
25,200,0.1,VIRAT_S_050201_10_001992_002056,9,faster_rcnn_inception_v2_coco_2018_01_28,2364,102,142,25
511,32,1.0,VIRAT_S_040104_04_000854_000934,8,ssd_inception_v2_coco_2018_01_28,572,115,44,76
259,32,40.0,VIRAT_S_010204_07_000942_000989,9,faster_rcnn_inception_v2_coco_2018_01_28,547,19,2,6
511,200,20.0,VIRAT_S_000205_02_000409_000566,6,faster_rcnn_inception_v2_coco_2018_01_28,4016,4830,2241,59
259,75,0.1,VIRAT_S_000205_02_000409_000566,9,faster_rcnn_inception_v2_coco_2018_01_28,9607,778,702,36
511,200,40.0,VIRAT_S_040104_04_000854_000934,5,faster_rcnn_inception_v2_coco_2018_01_28,1148,632,10,387
25,75,0.1,VIRAT_S_010004_01_000163_000188,3,ssd_inception_v2_coco_2018_01_28,178,3,0,42
750,75,20.0,VIRAT_S_010205_04_000545_000576,9,ssd_inception_v2_coco_2018_01_28,2,12,0,1
25,75,40.0,VIRAT_S_010004_01_000163_000188,8,faster_rcnn_inception_v2_coco_2018_01_28,612,48,66,7
511,200,5.0,VIRAT_S_040103_08_001475_001512,9,ssd_inception_v2_coco_2018_01_28,66,374,56,0
511,32,40.0,VIRAT_S_010208_07_000768_000791,0,ssd_inception_v2_coco_2018_01_28,55,2,0,4
25,200,0.1,VIRAT_S_010208_10_000904_000991,2,ssd_inception_v2_coco_2018_01_28,230,7,0,9
511,75,5.0,VIRAT_S_010005_06_000475_000499,6,faster_rcnn_inception_v2_coco_2018_01_28,539,63,91,4
750,32,1.0,VIRAT_S_010110_06_000953_001011,7,faster_rcnn_inception_v2_coco_2018_01_28,3140,98,12,23
750,200,20.0,VIRAT_S_010208_10_000904_000991,2,faster_rcnn_inception_v2_coco_2018_01_28,437,572,11,367
25,75,1.0,VIRAT_S_010201_08_000705_000739,7,faster_rcnn_inception_v2_coco_2018_01_28,278,0,0,0
511,75,1.0,VIRAT_S_050000_11_001530_001576,0,ssd_inception_v2_coco_2018_01_28,284,442,60,11
750,75,20.0,VIRAT_S_010204_03_000606_000632,4,faster_rcnn_inception_v2_coco_2018_01_28,100,102,1,73
259,200,0.1,VIRAT_S_010001_03_000537_000563,4,faster_rcnn_inception_v2_coco_2018_01_28,497,55,69,6
511,32,0.1,VIRAT_S_010208_02_000150_000180,9,faster_rcnn_inception_v2_coco_2018_01_28,365,4,0,2
511,200,40.0,VIRAT_S_010204_07_000942_000989,8,faster_rcnn_inception_v2_coco_2018_01_28,233,318,6,141
25,200,0.1,VIRAT_S_010205_04_000545_000576,1,faster_rcnn_inception_v2_coco_2018_01_28,124,0,0,0
259,75,20.0,VIRAT_S_010200_01_000254_000322,5,ssd_inception_v2_coco_2018_01_28,42,23,0,2
750,32,0.1,VIRAT_S_010207_10_001549_001596,3,faster_rcnn_inception_v2_coco_2018_01_28,435,5,1,0
750,32,1.0,VIRAT_S_050201_10_001992_002056,1,ssd_inception_v2_coco_2018_01_28,949,217,67,7
25,200,20.0,VIRAT_S_010005_06_000475_000499,2,faster_rcnn_inception_v2_coco_2018_01_28,541,104,48,0
25,200,0.1,VIRAT_S_010204_07_000942_000989,7,faster_rcnn_inception_v2_coco_2018_01_28,567,1,0,0
750,32,1.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,153,21,1,3
259,75,10.0,VIRAT_S_050000_02_000404_000486,4,faster_rcnn_inception_v2_coco_2018_01_28,1976,1039,602,99
25,32,5.0,VIRAT_S_010204_11_001524_001607,3,faster_rcnn_inception_v2_coco_2018_01_28,190,114,0,19
750,200,40.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,13,162,0,1
511,200,0.1,VIRAT_S_010204_07_000942_000989,5,faster_rcnn_inception_v2_coco_2018_01_28,436,113,8,10
750,32,40.0,VIRAT_S_010207_10_001549_001596,2,faster_rcnn_inception_v2_coco_2018_01_28,429,10,2,116
750,200,40.0,VIRAT_S_050000_02_000404_000486,8,faster_rcnn_inception_v2_coco_2018_01_28,826,2143,648,517
511,32,10.0,VIRAT_S_000201_02_000590_000623,0,ssd_inception_v2_coco_2018_01_28,559,468,3,0
259,32,40.0,VIRAT_S_040104_04_000854_000934,3,ssd_inception_v2_coco_2018_01_28,564,126,41,11
750,200,0.1,VIRAT_S_040103_08_001475_001512,2,ssd_inception_v2_coco_2018_01_28,233,158,105,1
25,200,20.0,VIRAT_S_010004_01_000163_000188,2,faster_rcnn_inception_v2_coco_2018_01_28,501,107,118,4
750,75,10.0,VIRAT_S_050000_11_001530_001576,2,ssd_inception_v2_coco_2018_01_28,6,776,4,0
750,75,0.1,VIRAT_S_010204_03_000606_000632,7,faster_rcnn_inception_v2_coco_2018_01_28,164,39,0,4
750,75,1.0,VIRAT_S_050000_10_001462_001491,9,ssd_inception_v2_coco_2018_01_28,44,290,34,2
25,75,10.0,VIRAT_S_010200_01_000254_000322,9,faster_rcnn_inception_v2_coco_2018_01_28,519,36,6,29
25,32,5.0,VIRAT_S_010110_06_000953_001011,0,faster_rcnn_inception_v2_coco_2018_01_28,3244,3,3,1
511,75,0.1,VIRAT_S_010208_08_000807_000831,4,faster_rcnn_inception_v2_coco_2018_01_28,125,8,1,7
25,32,40.0,VIRAT_S_010110_06_000953_001011,1,ssd_inception_v2_coco_2018_01_28,831,513,71,0
259,200,0.1,VIRAT_S_010208_10_000904_000991,1,ssd_inception_v2_coco_2018_01_28,190,46,1,3
25,75,10.0,VIRAT_S_010208_10_000904_000991,2,faster_rcnn_inception_v2_coco_2018_01_28,715,300,5,14
259,32,20.0,VIRAT_S_010001_03_000537_000563,7,ssd_inception_v2_coco_2018_01_28,50,1,0,0
25,200,1.0,VIRAT_S_040103_03_000284_000425,5,faster_rcnn_inception_v2_coco_2018_01_28,2851,361,1039,203
511,32,5.0,VIRAT_S_010208_08_000807_000831,8,faster_rcnn_inception_v2_coco_2018_01_28,133,1,0,2
511,200,20.0,VIRAT_S_010207_10_001549_001596,4,ssd_inception_v2_coco_2018_01_28,35,116,0,18
750,32,1.0,VIRAT_S_010203_00_000047_000139,7,ssd_inception_v2_coco_2018_01_28,283,10,1,8
