frequency,exposure,duty_cycle,video_name,pattern_id,model,unaltered,hidden,misplaced,appeared
511,32,5.0,VIRAT_S_010200_01_000254_000322,6,faster_rcnn_inception_v2_coco_2018_01_28,543,15,3,13
25,200,10.0,VIRAT_S_010004_01_000163_000188,9,ssd_inception_v2_coco_2018_01_28,164,16,1,46
750,75,20.0,VIRAT_S_010001_03_000537_000563,7,ssd_inception_v2_coco_2018_01_28,1,50,0,0
511,75,0.1,VIRAT_S_010208_08_000807_000831,2,ssd_inception_v2_coco_2018_01_28,15,0,0,2
511,75,40.0,VIRAT_S_000201_02_000590_000623,2,ssd_inception_v2_coco_2018_01_28,210,817,3,1
259,75,0.1,VIRAT_S_010208_02_000150_000180,3,faster_rcnn_inception_v2_coco_2018_01_28,327,42,0,5
259,32,1.0,VIRAT_S_010205_04_000545_000576,0,ssd_inception_v2_coco_2018_01_28,13,1,0,1
259,75,1.0,VIRAT_S_000201_02_000590_000623,7,faster_rcnn_inception_v2_coco_2018_01_28,1893,80,42,14
511,32,10.0,VIRAT_S_050000_10_001462_001491,6,ssd_inception_v2_coco_2018_01_28,201,134,33,74
25,32,40.0,VIRAT_S_040103_08_001475_001512,8,faster_rcnn_inception_v2_coco_2018_01_28,862,39,8,51
259,75,5.0,VIRAT_S_010204_07_000942_000989,3,ssd_inception_v2_coco_2018_01_28,117,50,3,21
259,32,1.0,VIRAT_S_010001_03_000537_000563,3,ssd_inception_v2_coco_2018_01_28,51,0,0,50
259,200,20.0,VIRAT_S_010204_11_001524_001607,1,faster_rcnn_inception_v2_coco_2018_01_28,126,173,5,27
750,200,1.0,VIRAT_S_040103_03_000284_000425,8,ssd_inception_v2_coco_2018_01_28,177,2704,122,38
259,200,40.0,VIRAT_S_010204_03_000606_000632,8,faster_rcnn_inception_v2_coco_2018_01_28,95,106,2,0
25,75,5.0,VIRAT_S_010204_03_000606_000632,1,faster_rcnn_inception_v2_coco_2018_01_28,185,18,0,2
259,75,1.0,VIRAT_S_050000_10_001462_001491,7,ssd_inception_v2_coco_2018_01_28,99,200,69,3
259,32,10.0,VIRAT_S_010205_04_000545_000576,9,ssd_inception_v2_coco_2018_01_28,7,7,0,2
750,75,5.0,VIRAT_S_040104_04_000854_000934,0,faster_rcnn_inception_v2_coco_2018_01_28,1413,250,127,218
750,200,20.0,VIRAT_S_050000_11_001530_001576,3,ssd_inception_v2_coco_2018_01_28,0,786,0,0
750,32,40.0,VIRAT_S_000201_02_000590_000623,0,ssd_inception_v2_coco_2018_01_28,581,444,5,9
511,75,20.0,VIRAT_S_010203_00_000047_000139,1,faster_rcnn_inception_v2_coco_2018_01_28,710,472,12,302
25,32,40.0,VIRAT_S_010110_06_000953_001011,9,ssd_inception_v2_coco_2018_01_28,881,455,79,3
511,75,20.0,VIRAT_S_010200_01_000254_000322,8,faster_rcnn_inception_v2_coco_2018_01_28,392,156,13,192
511,75,5.0,VIRAT_S_010204_03_000606_000632,5,faster_rcnn_inception_v2_coco_2018_01_28,141,62,0,3
259,75,5.0,VIRAT_S_000201_02_000590_000623,4,ssd_inception_v2_coco_2018_01_28,501,521,8,0
25,200,5.0,VIRAT_S_010204_07_000942_000989,1,faster_rcnn_inception_v2_coco_2018_01_28,372,191,5,5
750,200,1.0,VIRAT_S_050201_10_001992_002056,7,ssd_inception_v2_coco_2018_01_28,15,1216,2,13
25,32,40.0,VIRAT_S_010204_11_001524_001607,6,faster_rcnn_inception_v2_coco_2018_01_28,301,3,0,2
25,75,20.0,VIRAT_S_010001_03_000537_000563,1,ssd_inception_v2_coco_2018_01_28,51,0,0,39
750,32,10.0,VIRAT_S_040104_04_000854_000934,4,faster_rcnn_inception_v2_coco_2018_01_28,1698,57,35,34
511,75,40.0,VIRAT_S_000201_02_000590_000623,3,faster_rcnn_inception_v2_coco_2018_01_28,1124,678,213,10
25,32,1.0,VIRAT_S_050000_02_000404_000486,4,faster_rcnn_inception_v2_coco_2018_01_28,3092,417,108,25
750,32,20.0,VIRAT_S_010110_06_000953_001011,1,faster_rcnn_inception_v2_coco_2018_01_28,2588,381,281,48
511,32,20.0,VIRAT_S_050000_10_001462_001491,9,faster_rcnn_inception_v2_coco_2018_01_28,926,103,48,27
259,75,10.0,VIRAT_S_010204_03_000606_000632,8,faster_rcnn_inception_v2_coco_2018_01_28,201,2,0,4
511,32,0.1,VIRAT_S_010204_11_001524_001607,2,faster_rcnn_inception_v2_coco_2018_01_28,233,33,1,33
511,75,0.1,VIRAT_S_000201_02_000590_000623,9,faster_rcnn_inception_v2_coco_2018_01_28,1820,159,36,17
25,32,40.0,VIRAT_S_040103_03_000284_000425,6,ssd_inception_v2_coco_2018_01_28,2887,15,100,1
511,75,5.0,VIRAT_S_040103_03_000284_000425,5,faster_rcnn_inception_v2_coco_2018_01_28,3062,572,617,170
511,200,0.1,VIRAT_S_010200_01_000254_000322,6,ssd_inception_v2_coco_2018_01_28,34,4,0,45
511,200,40.0,VIRAT_S_040103_03_000284_000425,4,ssd_inception_v2_coco_2018_01_28,26,2970,6,1
259,32,10.0,VIRAT_S_000205_02_000409_000566,4,ssd_inception_v2_coco_2018_01_28,4022,909,401,5
750,75,40.0,VIRAT_S_050201_10_001992_002056,9,faster_rcnn_inception_v2_coco_2018_01_28,1378,926,304,256
511,75,10.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,104,70,1,15
259,32,1.0,VIRAT_S_040104_04_000854_000934,4,ssd_inception_v2_coco_2018_01_28,647,35,49,8
511,75,20.0,VIRAT_S_040103_08_001475_001512,3,faster_rcnn_inception_v2_coco_2018_01_28,542,266,101,213
25,75,1.0,VIRAT_S_000205_02_000409_000566,7,faster_rcnn_inception_v2_coco_2018_01_28,11087,0,0,0
25,200,5.0,VIRAT_S_050000_11_001530_001576,9,faster_rcnn_inception_v2_coco_2018_01_28,1220,503,51,5
259,200,20.0,VIRAT_S_010205_04_000545_000576,8,ssd_inception_v2_coco_2018_01_28,3,11,0,0
25,32,1.0,VIRAT_S_050000_10_001462_001491,0,ssd_inception_v2_coco_2018_01_28,342,15,11,2
750,200,1.0,VIRAT_S_010204_11_001524_001607,0,ssd_inception_v2_coco_2018_01_28,15,23,1,4
25,32,0.1,VIRAT_S_010208_02_000150_000180,3,ssd_inception_v2_coco_2018_01_28,106,1,0,0
750,75,5.0,VIRAT_S_050000_02_000404_000486,5,ssd_inception_v2_coco_2018_01_28,123,1412,4,61
25,200,10.0,VIRAT_S_010205_04_000545_000576,6,faster_rcnn_inception_v2_coco_2018_01_28,29,95,0,7
259,200,10.0,VIRAT_S_010110_06_000953_001011,0,ssd_inception_v2_coco_2018_01_28,545,639,231,72
259,75,0.1,VIRAT_S_050000_02_000404_000486,6,faster_rcnn_inception_v2_coco_2018_01_28,3377,201,39,81
750,75,10.0,VIRAT_S_010200_01_000254_000322,5,ssd_inception_v2_coco_2018_01_28,25,13,0,3
259,75,20.0,VIRAT_S_010203_00_000047_000139,2,ssd_inception_v2_coco_2018_01_28,190,101,3,29
511,75,5.0,VIRAT_S_040103_03_000284_000425,8,ssd_inception_v2_coco_2018_01_28,1053,950,999,4
25,32,5.0,VIRAT_S_050000_11_001530_001576,4,ssd_inception_v2_coco_2018_01_28,547,134,105,9
511,200,40.0,VIRAT_S_010203_00_000047_000139,6,faster_rcnn_inception_v2_coco_2018_01_28,443,715,36,303
511,200,10.0,VIRAT_S_010201_08_000705_000739,4,faster_rcnn_inception_v2_coco_2018_01_28,103,173,2,3
259,200,5.0,VIRAT_S_010204_07_000942_000989,4,faster_rcnn_inception_v2_coco_2018_01_28,501,66,1,4
511,200,10.0,VIRAT_S_040103_08_001475_001512,0,ssd_inception_v2_coco_2018_01_28,17,477,2,29
259,32,1.0,VIRAT_S_000201_02_000590_000623,0,faster_rcnn_inception_v2_coco_2018_01_28,1957,54,4,18
511,75,20.0,VIRAT_S_000201_02_000590_000623,3,ssd_inception_v2_coco_2018_01_28,21,1004,5,0
750,32,10.0,VIRAT_S_010208_08_000807_000831,5,faster_rcnn_inception_v2_coco_2018_01_28,113,20,1,14
259,200,40.0,VIRAT_S_010208_10_000904_000991,4,ssd_inception_v2_coco_2018_01_28,43,190,4,5
259,75,20.0,VIRAT_S_000201_02_000590_000623,4,ssd_inception_v2_coco_2018_01_28,298,726,6,0
750,32,20.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,139,34,2,20
511,75,1.0,VIRAT_S_010204_11_001524_001607,5,ssd_inception_v2_coco_2018_01_28,20,18,1,14
25,200,40.0,VIRAT_S_050201_10_001992_002056,2,faster_rcnn_inception_v2_coco_2018_01_28,1721,669,218,75
511,75,0.1,VIRAT_S_010208_08_000807_000831,4,ssd_inception_v2_coco_2018_01_28,14,1,0,2
511,200,5.0,VIRAT_S_010204_03_000606_000632,6,faster_rcnn_inception_v2_coco_2018_01_28,60,143,0,2
259,75,0.1,VIRAT_S_010203_00_000047_000139,5,ssd_inception_v2_coco_2018_01_28,277,15,2,20
25,75,40.0,VIRAT_S_010110_06_000953_001011,0,ssd_inception_v2_coco_2018_01_28,619,658,138,5
511,75,1.0,VIRAT_S_010204_03_000606_000632,4,faster_rcnn_inception_v2_coco_2018_01_28,165,38,0,4
750,200,20.0,VIRAT_S_000205_02_000409_000566,4,faster_rcnn_inception_v2_coco_2018_01_28,3793,4171,3123,111
25,32,1.0,VIRAT_S_010208_02_000150_000180,4,ssd_inception_v2_coco_2018_01_28,98,9,0,2
259,200,40.0,VIRAT_S_010200_01_000254_000322,2,ssd_inception_v2_coco_2018_01_28,34,31,0,1
25,75,1.0,VIRAT_S_010110_06_000953_001011,2,faster_rcnn_inception_v2_coco_2018_01_28,2950,135,165,70
25,32,0.1,VIRAT_S_010207_10_001549_001596,6,ssd_inception_v2_coco_2018_01_28,189,0,0,0
25,32,0.1,VIRAT_S_010208_02_000150_000180,0,ssd_inception_v2_coco_2018_01_28,107,0,0,0
259,75,40.0,VIRAT_S_040103_03_000284_000425,2,faster_rcnn_inception_v2_coco_2018_01_28,3474,239,538,311
750,32,20.0,VIRAT_S_040103_03_000284_000425,1,ssd_inception_v2_coco_2018_01_28,1765,648,590,39
511,75,1.0,VIRAT_S_010208_10_000904_000991,5,ssd_inception_v2_coco_2018_01_28,172,63,2,12
511,200,5.0,VIRAT_S_010110_06_000953_001011,8,faster_rcnn_inception_v2_coco_2018_01_28,2332,405,513,71
25,75,40.0,VIRAT_S_010110_06_000953_001011,2,ssd_inception_v2_coco_2018_01_28,612,660,143,5
511,32,10.0,VIRAT_S_010004_01_000163_000188,8,faster_rcnn_inception_v2_coco_2018_01_28,692,5,29,6
259,75,20.0,VIRAT_S_010208_07_000768_000791,3,faster_rcnn_inception_v2_coco_2018_01_28,143,46,1,1
25,75,10.0,VIRAT_S_040103_08_001475_001512,3,ssd_inception_v2_coco_2018_01_28,414,67,15,0
750,200,40.0,VIRAT_S_010004_01_000163_000188,6,faster_rcnn_inception_v2_coco_2018_01_28,180,219,327,81
511,75,20.0,VIRAT_S_010204_03_000606_000632,2,ssd_inception_v2_coco_2018_01_28,7,9,0,0
259,200,10.0,VIRAT_S_010207_10_001549_001596,7,ssd_inception_v2_coco_2018_01_28,119,70,0,12
25,200,1.0,VIRAT_S_010204_11_001524_001607,9,faster_rcnn_inception_v2_coco_2018_01_28,302,2,0,0
750,200,20.0,VIRAT_S_010201_08_000705_000739,5,faster_rcnn_inception_v2_coco_2018_01_28,78,200,2,133
511,200,40.0,VIRAT_S_010208_07_000768_000791,0,faster_rcnn_inception_v2_coco_2018_01_28,102,88,6,76
259,32,1.0,VIRAT_S_010004_01_000163_000188,2,faster_rcnn_inception_v2_coco_2018_01_28,705,2,19,6
25,75,10.0,VIRAT_S_040103_03_000284_000425,1,ssd_inception_v2_coco_2018_01_28,1435,918,649,1
750,75,10.0,VIRAT_S_010200_01_000254_000322,7,ssd_inception_v2_coco_2018_01_28,24,14,0,2
259,75,5.0,VIRAT_S_000201_02_000590_000623,9,faster_rcnn_inception_v2_coco_2018_01_28,1745,153,117,16
750,32,5.0,VIRAT_S_010005_06_000475_000499,8,ssd_inception_v2_coco_2018_01_28,148,46,0,3
750,75,40.0,VIRAT_S_040103_08_001475_001512,6,ssd_inception_v2_coco_2018_01_28,10,486,0,3
259,200,10.0,VIRAT_S_000205_02_000409_000566,0,ssd_inception_v2_coco_2018_01_28,1700,2568,1064,128
259,32,20.0,VIRAT_S_010204_07_000942_000989,0,faster_rcnn_inception_v2_coco_2018_01_28,542,25,1,10
259,32,5.0,VIRAT_S_010203_00_000047_000139,1,faster_rcnn_inception_v2_coco_2018_01_28,1146,47,1,5
750,200,0.1,VIRAT_S_050000_10_001462_001491,2,faster_rcnn_inception_v2_coco_2018_01_28,516,396,165,39
25,200,20.0,VIRAT_S_010208_07_000768_000791,8,ssd_inception_v2_coco_2018_01_28,50,1,0,4
259,75,0.1,VIRAT_S_010200_01_000254_000322,0,faster_rcnn_inception_v2_coco_2018_01_28,539,20,2,2
25,200,40.0,VIRAT_S_010208_10_000904_000991,6,ssd_inception_v2_coco_2018_01_28,229,7,1,9
259,200,5.0,VIRAT_S_010205_04_000545_000576,5,ssd_inception_v2_coco_2018_01_28,2,12,0,1
511,32,5.0,VIRAT_S_010110_06_000953_001011,6,faster_rcnn_inception_v2_coco_2018_01_28,2735,231,284,32
750,75,1.0,VIRAT_S_010208_02_000150_000180,3,ssd_inception_v2_coco_2018_01_28,88,19,0,6
750,75,10.0,VIRAT_S_010005_06_000475_000499,3,faster_rcnn_inception_v2_coco_2018_01_28,484,79,130,5
25,200,40.0,VIRAT_S_000205_02_000409_000566,7,faster_rcnn_inception_v2_coco_2018_01_28,10881,185,21,18
259,32,0.1,VIRAT_S_010208_02_000150_000180,9,ssd_inception_v2_coco_2018_01_28,104,3,0,0
511,32,0.1,VIRAT_S_010005_06_000475_000499,0,ssd_inception_v2_coco_2018_01_28,145,49,0,3
259,32,5.0,VIRAT_S_010204_11_001524_001607,1,ssd_inception_v2_coco_2018_01_28,43,1,1,5
511,32,20.0,VIRAT_S_010004_01_000163_000188,9,faster_rcnn_inception_v2_coco_2018_01_28,599,70,57,3
25,32,1.0,VIRAT_S_010208_02_000150_000180,1,faster_rcnn_inception_v2_coco_2018_01_28,369,0,0,0
511,75,20.0,VIRAT_S_010203_00_000047_000139,1,ssd_inception_v2_coco_2018_01_28,143,149,2,5
511,200,10.0,VIRAT_S_010207_10_001549_001596,7,faster_rcnn_inception_v2_coco_2018_01_28,281,158,2,29
259,75,1.0,VIRAT_S_010208_07_000768_000791,8,ssd_inception_v2_coco_2018_01_28,46,5,0,3
259,75,20.0,VIRAT_S_010203_00_000047_000139,4,ssd_inception_v2_coco_2018_01_28,160,132,2,18
750,200,40.0,VIRAT_S_010201_08_000705_000739,9,faster_rcnn_inception_v2_coco_2018_01_28,65,210,3,154
511,32,10.0,VIRAT_S_040104_04_000854_000934,8,faster_rcnn_inception_v2_coco_2018_01_28,1680,58,52,26
511,75,0.1,VIRAT_S_010004_01_000163_000188,1,ssd_inception_v2_coco_2018_01_28,144,37,0,0
25,32,1.0,VIRAT_S_040103_08_001475_001512,4,ssd_inception_v2_coco_2018_01_28,472,14,10,1
259,200,5.0,VIRAT_S_000201_02_000590_000623,1,ssd_inception_v2_coco_2018_01_28,428,596,6,3
25,32,10.0,VIRAT_S_010205_04_000545_000576,1,faster_rcnn_inception_v2_coco_2018_01_28,62,62,0,13
259,75,40.0,VIRAT_S_010204_11_001524_001607,4,faster_rcnn_inception_v2_coco_2018_01_28,151,151,2,66
259,200,0.1,VIRAT_S_010207_10_001549_001596,2,faster_rcnn_inception_v2_coco_2018_01_28,466,3,1,50
259,75,0.1,VIRAT_S_010005_06_000475_000499,2,faster_rcnn_inception_v2_coco_2018_01_28,656,28,9,1
750,32,5.0,VIRAT_S_040103_08_001475_001512,4,faster_rcnn_inception_v2_coco_2018_01_28,897,4,8,1
750,75,1.0,VIRAT_S_010205_04_000545_000576,6,faster_rcnn_inception_v2_coco_2018_01_28,49,75,0,13
750,75,10.0,VIRAT_S_000205_02_000409_000566,6,faster_rcnn_inception_v2_coco_2018_01_28,5404,3576,2107,72
259,200,10.0,VIRAT_S_010200_01_000254_000322,5,ssd_inception_v2_coco_2018_01_28,49,16,0,18
511,200,10.0,VIRAT_S_010204_03_000606_000632,0,faster_rcnn_inception_v2_coco_2018_01_28,83,120,0,1
511,200,40.0,VIRAT_S_010208_02_000150_000180,5,faster_rcnn_inception_v2_coco_2018_01_28,201,167,1,86
25,32,5.0,VIRAT_S_010208_10_000904_000991,9,ssd_inception_v2_coco_2018_01_28,235,2,0,3
259,75,1.0,VIRAT_S_010204_11_001524_001607,6,ssd_inception_v2_coco_2018_01_28,27,18,0,4
25,32,1.0,VIRAT_S_010208_07_000768_000791,3,ssd_inception_v2_coco_2018_01_28,51,0,0,4
511,200,20.0,VIRAT_S_000201_02_000590_000623,3,ssd_inception_v2_coco_2018_01_28,0,1030,0,0
750,75,40.0,VIRAT_S_010208_07_000768_000791,7,faster_rcnn_inception_v2_coco_2018_01_28,123,67,6,73
511,32,5.0,VIRAT_S_010110_06_000953_001011,2,ssd_inception_v2_coco_2018_01_28,768,625,22,7
25,32,0.1,VIRAT_S_010208_02_000150_000180,5,faster_rcnn_inception_v2_coco_2018_01_28,369,0,0,0
259,32,1.0,VIRAT_S_040103_03_000284_000425,2,faster_rcnn_inception_v2_coco_2018_01_28,4108,56,87,87
511,32,5.0,VIRAT_S_010204_07_000942_000989,1,faster_rcnn_inception_v2_coco_2018_01_28,543,11,3,10
25,200,0.1,VIRAT_S_000201_02_000590_000623,6,ssd_inception_v2_coco_2018_01_28,635,390,5,5
25,32,40.0,VIRAT_S_010208_10_000904_000991,4,ssd_inception_v2_coco_2018_01_28,226,9,2,12
750,200,10.0,VIRAT_S_010004_01_000163_000188,9,faster_rcnn_inception_v2_coco_2018_01_28,363,125,238,46
750,75,1.0,VIRAT_S_050000_02_000404_000486,1,ssd_inception_v2_coco_2018_01_28,198,1243,98,5
511,32,10.0,VIRAT_S_050000_10_001462_001491,5,faster_rcnn_inception_v2_coco_2018_01_28,936,87,54,10
511,32,20.0,VIRAT_S_040103_03_000284_000425,8,faster_rcnn_inception_v2_coco_2018_01_28,3657,84,510,49
25,200,5.0,VIRAT_S_010110_06_000953_001011,0,faster_rcnn_inception_v2_coco_2018_01_28,1359,1508,383,159
511,200,40.0,VIRAT_S_010204_11_001524_001607,7,ssd_inception_v2_coco_2018_01_28,10,29,0,1
259,200,10.0,VIRAT_S_010208_08_000807_000831,1,faster_rcnn_inception_v2_coco_2018_01_28,66,65,0,2
750,200,20.0,VIRAT_S_040103_03_000284_000425,9,ssd_inception_v2_coco_2018_01_28,37,2963,3,10
750,200,20.0,VIRAT_S_010005_06_000475_000499,1,ssd_inception_v2_coco_2018_01_28,48,103,43,0
25,32,10.0,VIRAT_S_000205_02_000409_000566,6,faster_rcnn_inception_v2_coco_2018_01_28,10793,79,215,24
25,75,0.1,VIRAT_S_010204_07_000942_000989,1,ssd_inception_v2_coco_2018_01_28,169,1,0,5
511,32,0.1,VIRAT_S_050000_02_000404_000486,0,ssd_inception_v2_coco_2018_01_28,1131,356,52,31
25,32,10.0,VIRAT_S_010004_01_000163_000188,9,ssd_inception_v2_coco_2018_01_28,170,11,0,1
259,75,10.0,VIRAT_S_010204_07_000942_000989,4,ssd_inception_v2_coco_2018_01_28,62,107,1,6
259,200,1.0,VIRAT_S_010110_06_000953_001011,1,ssd_inception_v2_coco_2018_01_28,794,437,184,91
750,200,10.0,VIRAT_S_010208_07_000768_000791,2,faster_rcnn_inception_v2_coco_2018_01_28,119,75,2,97
25,75,10.0,VIRAT_S_000205_02_000409_000566,3,faster_rcnn_inception_v2_coco_2018_01_28,5863,4560,664,281
750,32,40.0,VIRAT_S_040103_03_000284_000425,0,faster_rcnn_inception_v2_coco_2018_01_28,4027,98,132,67
511,75,10.0,VIRAT_S_010208_02_000150_000180,8,faster_rcnn_inception_v2_coco_2018_01_28,294,75,0,13
25,75,20.0,VIRAT_S_010208_02_000150_000180,8,faster_rcnn_inception_v2_coco_2018_01_28,231,138,0,5
750,200,5.0,VIRAT_S_010005_06_000475_000499,0,ssd_inception_v2_coco_2018_01_28,94,100,0,1
750,75,5.0,VIRAT_S_000205_02_000409_000566,8,ssd_inception_v2_coco_2018_01_28,2128,3128,76,11
25,200,20.0,VIRAT_S_050000_10_001462_001491,5,ssd_inception_v2_coco_2018_01_28,150,122,96,2
750,200,5.0,VIRAT_S_010001_03_000537_000563,6,faster_rcnn_inception_v2_coco_2018_01_28,289,108,224,44
259,200,5.0,VIRAT_S_010001_03_000537_000563,3,ssd_inception_v2_coco_2018_01_28,50,1,0,0
259,75,10.0,VIRAT_S_010205_04_000545_000576,9,faster_rcnn_inception_v2_coco_2018_01_28,90,34,0,11
259,32,10.0,VIRAT_S_010208_10_000904_000991,6,ssd_inception_v2_coco_2018_01_28,229,6,2,23
750,200,1.0,VIRAT_S_010205_04_000545_000576,6,ssd_inception_v2_coco_2018_01_28,2,12,0,2
259,200,0.1,VIRAT_S_010208_08_000807_000831,4,faster_rcnn_inception_v2_coco_2018_01_28,113,18,0,2
511,32,5.0,VIRAT_S_010204_07_000942_000989,6,faster_rcnn_inception_v2_coco_2018_01_28,440,116,1,4
750,200,20.0,VIRAT_S_050000_11_001530_001576,3,faster_rcnn_inception_v2_coco_2018_01_28,466,1072,236,216
750,75,0.1,VIRAT_S_050000_11_001530_001576,8,faster_rcnn_inception_v2_coco_2018_01_28,1397,175,202,89
259,200,1.0,VIRAT_S_050000_10_001462_001491,7,ssd_inception_v2_coco_2018_01_28,82,223,63,47
259,75,0.1,VIRAT_S_010207_10_001549_001596,1,ssd_inception_v2_coco_2018_01_28,180,9,0,3
750,32,5.0,VIRAT_S_010204_03_000606_000632,5,ssd_inception_v2_coco_2018_01_28,14,2,0,1
25,75,0.1,VIRAT_S_010204_11_001524_001607,9,ssd_inception_v2_coco_2018_01_28,45,0,0,0
511,32,40.0,VIRAT_S_010200_01_000254_000322,0,ssd_inception_v2_coco_2018_01_28,34,4,0,5
259,75,10.0,VIRAT_S_010204_03_000606_000632,7,ssd_inception_v2_coco_2018_01_28,12,4,0,3
511,75,1.0,VIRAT_S_010208_10_000904_000991,3,faster_rcnn_inception_v2_coco_2018_01_28,788,226,6,6
25,32,10.0,VIRAT_S_010203_00_000047_000139,0,ssd_inception_v2_coco_2018_01_28,288,5,1,16
25,200,5.0,VIRAT_S_010005_06_000475_000499,8,faster_rcnn_inception_v2_coco_2018_01_28,620,73,0,1
259,200,10.0,VIRAT_S_010208_02_000150_000180,4,ssd_inception_v2_coco_2018_01_28,29,78,0,0
25,32,10.0,VIRAT_S_040103_08_001475_001512,0,faster_rcnn_inception_v2_coco_2018_01_28,896,6,7,28
259,32,40.0,VIRAT_S_010204_11_001524_001607,5,faster_rcnn_inception_v2_coco_2018_01_28,294,10,0,31
511,32,10.0,VIRAT_S_010208_02_000150_000180,4,faster_rcnn_inception_v2_coco_2018_01_28,348,21,0,3
750,32,10.0,VIRAT_S_010208_10_000904_000991,6,faster_rcnn_inception_v2_coco_2018_01_28,914,103,3,94
25,200,5.0,VIRAT_S_050000_11_001530_001576,7,ssd_inception_v2_coco_2018_01_28,417,320,49,1
511,75,0.1,VIRAT_S_010203_00_000047_000139,9,faster_rcnn_inception_v2_coco_2018_01_28,1122,68,4,9
25,200,0.1,VIRAT_S_010207_10_001549_001596,0,faster_rcnn_inception_v2_coco_2018_01_28,470,0,0,0
750,75,5.0,VIRAT_S_010201_08_000705_000739,7,ssd_inception_v2_coco_2018_01_28,35,21,1,6
259,32,5.0,VIRAT_S_010201_08_000705_000739,4,faster_rcnn_inception_v2_coco_2018_01_28,228,50,0,12
259,200,20.0,VIRAT_S_050000_02_000404_000486,5,faster_rcnn_inception_v2_coco_2018_01_28,1403,1758,456,122
750,200,20.0,VIRAT_S_000201_02_000590_000623,2,faster_rcnn_inception_v2_coco_2018_01_28,615,901,499,167
750,200,0.1,VIRAT_S_010208_07_000768_000791,6,ssd_inception_v2_coco_2018_01_28,46,11,0,10
750,32,10.0,VIRAT_S_010205_04_000545_000576,9,faster_rcnn_inception_v2_coco_2018_01_28,100,26,0,32
511,75,40.0,VIRAT_S_050000_10_001462_001491,6,ssd_inception_v2_coco_2018_01_28,1,366,1,0
750,32,20.0,VIRAT_S_040103_03_000284_000425,5,faster_rcnn_inception_v2_coco_2018_01_28,4048,90,119,9
25,75,20.0,VIRAT_S_000201_02_000590_000623,2,faster_rcnn_inception_v2_coco_2018_01_28,1290,559,166,49
750,32,1.0,VIRAT_S_010203_00_000047_000139,6,ssd_inception_v2_coco_2018_01_28,289,5,0,8
259,32,40.0,VIRAT_S_010208_08_000807_000831,0,faster_rcnn_inception_v2_coco_2018_01_28,130,1,0,4
511,200,10.0,VIRAT_S_010001_03_000537_000563,3,faster_rcnn_inception_v2_coco_2018_01_28,267,120,234,10
25,75,0.1,VIRAT_S_010204_11_001524_001607,3,faster_rcnn_inception_v2_coco_2018_01_28,221,83,0,8
511,200,0.1,VIRAT_S_000201_02_000590_000623,1,ssd_inception_v2_coco_2018_01_28,229,797,4,0
750,32,0.1,VIRAT_S_010203_00_000047_000139,3,faster_rcnn_inception_v2_coco_2018_01_28,1189,5,0,0
25,200,0.1,VIRAT_S_010208_02_000150_000180,5,ssd_inception_v2_coco_2018_01_28,101,6,0,1
259,75,40.0,VIRAT_S_010201_08_000705_000739,5,faster_rcnn_inception_v2_coco_2018_01_28,100,173,5,9
750,32,40.0,VIRAT_S_010004_01_000163_000188,5,faster_rcnn_inception_v2_coco_2018_01_28,652,42,32,2
511,200,0.1,VIRAT_S_010204_03_000606_000632,4,faster_rcnn_inception_v2_coco_2018_01_28,159,43,1,2
511,200,1.0,VIRAT_S_000201_02_000590_000623,2,faster_rcnn_inception_v2_coco_2018_01_28,1473,263,279,93
750,75,40.0,VIRAT_S_010204_11_001524_001607,0,ssd_inception_v2_coco_2018_01_28,15,24,0,1
511,32,0.1,VIRAT_S_010208_08_000807_000831,2,faster_rcnn_inception_v2_coco_2018_01_28,132,2,0,0
25,32,10.0,VIRAT_S_050000_10_001462_001491,4,faster_rcnn_inception_v2_coco_2018_01_28,973,47,57,9
259,75,10.0,VIRAT_S_010208_07_000768_000791,6,faster_rcnn_inception_v2_coco_2018_01_28,169,20,1,1
511,32,20.0,VIRAT_S_010005_06_000475_000499,5,ssd_inception_v2_coco_2018_01_28,118,58,18,0
259,200,0.1,VIRAT_S_050000_11_001530_001576,5,faster_rcnn_inception_v2_coco_2018_01_28,1343,332,99,47
25,75,0.1,VIRAT_S_010208_08_000807_000831,9,ssd_inception_v2_coco_2018_01_28,15,0,0,0
259,200,10.0,VIRAT_S_010001_03_000537_000563,8,ssd_inception_v2_coco_2018_01_28,51,0,0,1
25,75,20.0,VIRAT_S_010204_11_001524_001607,1,ssd_inception_v2_coco_2018_01_28,23,21,1,3
259,32,5.0,VIRAT_S_010208_02_000150_000180,8,ssd_inception_v2_coco_2018_01_28,102,5,0,7
259,75,0.1,VIRAT_S_040103_08_001475_001512,8,ssd_inception_v2_coco_2018_01_28,472,12,12,1
511,200,10.0,VIRAT_S_050000_10_001462_001491,6,ssd_inception_v2_coco_2018_01_28,4,364,0,7
25,200,20.0,VIRAT_S_010005_06_000475_000499,4,ssd_inception_v2_coco_2018_01_28,147,47,0,2
511,200,1.0,VIRAT_S_050000_02_000404_000486,1,ssd_inception_v2_coco_2018_01_28,142,1393,4,46
25,75,5.0,VIRAT_S_000201_02_000590_000623,4,ssd_inception_v2_coco_2018_01_28,326,699,5,1
